monitoring_id,monitoring_date,monitoring_time,model_name,model_version,accuracy,precision,recall,f1_score,auc_roc,predictions_count,avg_inference_time_ms,data_drift_score,feature_importance_shift,null_predictions_percent,model_type,is_anomaly,alert_level
MON-001835,2025-12-27,08:00,DEFAULT_PROBABILITY_V4,v4.0,0.8147,0.7961,0.757,0.8071,0.8964,10334,14.11,0.2682,0.4273,0.45,Classification,False,OK
MON-001836,2025-12-27,20:00,DEFAULT_PROBABILITY_V4,v4.7,0.7923,0.777,0.8017,0.777,0.8432,517,30.49,0.0863,0.2765,0.12,Classification,True,WARNING
MON-001837,2025-12-28,08:00,DEFAULT_PROBABILITY_V4,v4.3,0.8256,0.8345,0.8098,0.8065,0.8624,6413,55.92,0.2037,0.1614,0.36,Classification,False,OK
MON-001838,2025-12-28,20:00,DEFAULT_PROBABILITY_V4,v2.6,0.8129,0.8107,0.8151,0.7973,0.8611,1548,12.91,0.1632,0.0914,1.39,Classification,False,OK
MON-001839,2025-12-29,08:00,DEFAULT_PROBABILITY_V4,v1.1,0.7794,0.7927,0.8043,0.7738,0.8308,978,29.02,0.373,0.1082,6.03,Classification,True,WARNING
MON-001840,2025-12-29,20:00,DEFAULT_PROBABILITY_V4,v2.8,0.8545,0.8552,0.8861,0.8449,0.8994,788,20.41,0.4055,0.3147,0.08,Classification,True,WARNING
MON-001841,2025-12-30,08:00,DEFAULT_PROBABILITY_V4,v1.2,0.864,0.8662,0.8744,0.8476,0.9204,3216,15.66,0.6273,0.4191,3.66,Classification,True,WARNING
MON-001842,2025-12-30,20:00,DEFAULT_PROBABILITY_V4,v2.1,0.8264,0.8261,0.8461,0.8211,0.884,2337,17.17,0.1224,0.2787,0.15,Classification,False,OK
MON-001843,2025-12-31,08:00,DEFAULT_PROBABILITY_V4,v4.9,0.8519,0.8418,0.8631,0.8531,0.8956,5026,11.59,0.4915,0.2676,1.14,Classification,True,WARNING
MON-001844,2025-12-31,20:00,DEFAULT_PROBABILITY_V4,v3.5,0.8258,0.8299,0.8378,0.8343,0.8723,3344,23.41,0.1567,0.3198,0.2,Classification,False,OK
MON-001845,2026-01-01,08:00,DEFAULT_PROBABILITY_V4,v4.3,0.7822,0.7755,0.796,0.7915,0.8132,5844,24.09,0.0264,0.1928,1.86,Classification,True,WARNING
MON-001846,2026-01-01,20:00,DEFAULT_PROBABILITY_V4,v2.1,0.6856,0.6888,0.6696,0.7034,0.7269,2560,27.35,0.1914,0.2042,1.98,Classification,True,CRITICAL
MON-001847,2026-01-02,08:00,DEFAULT_PROBABILITY_V4,v3.7,0.8085,0.8002,0.7893,0.8056,0.8558,1342,22.23,0.357,0.1093,1.19,Classification,True,WARNING
MON-001848,2026-01-02,20:00,DEFAULT_PROBABILITY_V4,v3.8,0.6945,0.702,0.7097,0.6544,0.7459,7933,12.23,0.0429,0.1719,1.03,Classification,True,CRITICAL
MON-001849,2026-01-03,08:00,DEFAULT_PROBABILITY_V4,v1.7,0.8211,0.8255,0.8257,0.8068,0.8698,5235,27.99,0.2149,0.041,6.06,Classification,False,OK
MON-001850,2026-01-03,20:00,DEFAULT_PROBABILITY_V4,v1.0,0.8062,0.8184,0.8086,0.7757,0.8478,2967,13.17,0.3664,0.2866,0.12,Classification,True,WARNING
MON-001851,2026-01-04,08:00,DEFAULT_PROBABILITY_V4,v4.6,0.8248,0.8321,0.8177,0.8248,0.8859,3038,19.41,0.3178,0.0467,2.9,Classification,True,WARNING
MON-001852,2026-01-04,20:00,DEFAULT_PROBABILITY_V4,v4.1,0.8357,0.8352,0.8304,0.816,0.8958,1958,12.36,0.6927,0.047,0.75,Classification,True,WARNING
MON-001853,2026-01-05,08:00,DEFAULT_PROBABILITY_V4,v3.5,0.855,0.8704,0.8739,0.8423,0.9161,5621,32.65,0.0746,0.1355,0.08,Classification,False,OK
MON-001854,2026-01-05,20:00,DEFAULT_PROBABILITY_V4,v3.1,0.8204,0.8242,0.8076,0.8025,0.8859,5610,14.13,0.2739,0.0895,0.27,Classification,False,OK
MON-001855,2026-01-06,08:00,DEFAULT_PROBABILITY_V4,v4.4,0.7986,0.7755,0.7988,0.8002,0.8387,1100,57.53,0.3748,0.2375,3.19,Classification,True,WARNING
MON-001856,2026-01-06,20:00,DEFAULT_PROBABILITY_V4,v2.1,0.8103,0.8042,0.7984,0.7824,0.8646,15110,15.54,0.2303,0.1256,1.82,Classification,False,OK
MON-001857,2026-01-07,08:00,DEFAULT_PROBABILITY_V4,v4.7,0.8126,0.8111,0.7893,0.8033,0.8717,2478,26.51,0.5052,0.2347,3.65,Classification,True,WARNING
MON-001858,2026-01-07,20:00,DEFAULT_PROBABILITY_V4,v1.4,0.867,0.88,0.8686,0.8394,0.9397,1991,27.24,0.1839,0.1847,0.01,Classification,False,OK
MON-001859,2026-01-08,08:00,DEFAULT_PROBABILITY_V4,v3.0,0.8188,0.8145,0.8299,0.7815,0.8838,9959,10.49,0.3953,0.2671,8.47,Classification,True,WARNING
MON-001860,2026-01-08,20:00,DEFAULT_PROBABILITY_V4,v2.3,0.8311,0.8242,0.8152,0.8163,0.8786,5841,7.54,0.15,0.3372,3.69,Classification,False,OK
MON-001861,2026-01-09,08:00,DEFAULT_PROBABILITY_V4,v2.9,0.7915,0.771,0.7808,0.7637,0.8256,5157,12.12,0.2946,0.4104,1.93,Classification,True,WARNING
MON-001862,2026-01-09,20:00,DEFAULT_PROBABILITY_V4,v1.2,0.8484,0.8614,0.8307,0.8168,0.8863,5624,22.09,0.4504,0.4501,1.94,Classification,True,WARNING
MON-001863,2026-01-10,08:00,DEFAULT_PROBABILITY_V4,v2.2,0.825,0.8394,0.827,0.7931,0.8817,9797,12.44,0.3664,0.3335,1.7,Classification,True,WARNING
MON-001864,2026-01-10,20:00,DEFAULT_PROBABILITY_V4,v4.0,0.8139,0.8025,0.8066,0.7938,0.8645,1012,13.35,0.4745,0.3384,3.76,Classification,True,WARNING
MON-001865,2026-01-11,08:00,DEFAULT_PROBABILITY_V4,v1.9,0.811,0.7969,0.7792,0.804,0.8541,1624,45.66,0.2401,0.3362,5.7,Classification,False,OK
MON-001866,2026-01-11,20:00,DEFAULT_PROBABILITY_V4,v2.4,0.7952,0.8056,0.7899,0.765,0.8253,14180,15.28,0.2685,0.0824,1.77,Classification,True,WARNING
MON-001867,2026-01-12,08:00,DEFAULT_PROBABILITY_V4,v3.9,0.8386,0.8515,0.8542,0.8324,0.8975,1466,31.5,0.2407,0.1474,2.64,Classification,False,OK
MON-001868,2026-01-12,20:00,DEFAULT_PROBABILITY_V4,v4.2,0.8756,0.8684,0.893,0.8528,0.9141,1008,17.1,0.1565,0.1867,0.44,Classification,False,OK
MON-001869,2026-01-13,08:00,DEFAULT_PROBABILITY_V4,v4.2,0.8478,0.8455,0.866,0.8205,0.912,4455,17.99,0.4053,0.1707,0.41,Classification,True,WARNING
MON-001870,2026-01-13,20:00,DEFAULT_PROBABILITY_V4,v2.8,0.8212,0.8268,0.8063,0.8167,0.8612,1948,15.94,0.6137,0.1982,1.29,Classification,True,WARNING
MON-001871,2026-01-14,08:00,DEFAULT_PROBABILITY_V4,v2.2,0.7951,0.7849,0.7773,0.7886,0.8406,5520,18.35,0.4162,0.1285,2.53,Classification,True,WARNING
MON-001872,2026-01-14,20:00,DEFAULT_PROBABILITY_V4,v3.1,0.8097,0.8006,0.8,0.8014,0.853,2544,9.95,0.4335,0.1435,3.81,Classification,True,WARNING
MON-001873,2026-01-15,08:00,DEFAULT_PROBABILITY_V4,v2.0,0.8288,0.8254,0.8434,0.8145,0.8851,1933,12.85,0.2968,0.3045,0.4,Classification,False,OK
MON-001874,2026-01-15,20:00,DEFAULT_PROBABILITY_V4,v4.3,0.8139,0.804,0.828,0.7871,0.8572,1129,13.84,0.383,0.0412,1.56,Classification,True,WARNING
MON-001875,2026-01-16,08:00,DEFAULT_PROBABILITY_V4,v3.6,0.8182,0.8473,0.8182,0.814,0.8661,4935,27.78,0.1531,0.2885,1.2,Classification,False,OK
MON-001876,2026-01-16,20:00,DEFAULT_PROBABILITY_V4,v3.4,0.8284,0.8408,0.8452,0.8121,0.8749,2377,42.98,0.1972,0.3149,1.79,Classification,False,OK
MON-001877,2026-01-17,08:00,DEFAULT_PROBABILITY_V4,v3.0,0.8249,0.8219,0.834,0.8098,0.8661,3538,38.15,0.176,0.0914,2.93,Classification,False,OK
MON-001878,2026-01-17,20:00,DEFAULT_PROBABILITY_V4,v1.5,0.8671,0.8684,0.8599,0.8536,0.9173,1339,17.21,0.1358,0.2276,0.02,Classification,False,OK
MON-001879,2026-01-18,08:00,DEFAULT_PROBABILITY_V4,v1.7,0.8662,0.8502,0.861,0.8586,0.9188,4622,12.03,0.1895,0.0661,1.73,Classification,False,OK
MON-001880,2026-01-18,20:00,DEFAULT_PROBABILITY_V4,v1.2,0.8144,0.8185,0.7954,0.7822,0.8715,2941,18.93,0.4544,0.355,0.87,Classification,True,WARNING
MON-001881,2026-01-19,08:00,DEFAULT_PROBABILITY_V4,v4.0,0.8413,0.8487,0.8394,0.824,0.8974,2748,24.34,0.2835,0.395,2.66,Classification,False,OK
MON-001882,2026-01-19,20:00,DEFAULT_PROBABILITY_V4,v4.9,0.7928,0.7861,0.7836,0.7725,0.8499,4891,19.72,0.0863,0.0713,0.37,Classification,True,WARNING
MON-001883,2026-01-20,08:00,DEFAULT_PROBABILITY_V4,v2.2,0.8394,0.8349,0.8244,0.8372,0.8717,375,29.4,0.4592,0.1669,0.97,Classification,True,WARNING
MON-001884,2026-01-20,20:00,DEFAULT_PROBABILITY_V4,v1.0,0.8302,0.8211,0.8192,0.8306,0.88,1040,11.51,0.1882,0.1779,5.39,Classification,False,OK
MON-001885,2026-01-21,08:00,DEFAULT_PROBABILITY_V4,v3.3,0.8025,0.8164,0.8249,0.7893,0.8436,2474,19.87,0.1862,0.5732,3.36,Classification,False,OK
MON-001886,2026-01-21,20:00,DEFAULT_PROBABILITY_V4,v1.6,0.8436,0.8569,0.8367,0.8139,0.8937,3411,19.28,0.2065,0.1613,0.38,Classification,False,OK
MON-001887,2026-01-22,08:00,DEFAULT_PROBABILITY_V4,v1.1,0.8,0.8039,0.8237,0.7782,0.8514,4234,18.06,0.1791,0.126,2.52,Classification,False,OK
MON-001888,2026-01-22,20:00,DEFAULT_PROBABILITY_V4,v4.7,0.8178,0.8192,0.8187,0.7767,0.8699,1543,14.33,0.0785,0.0509,0.04,Classification,False,OK
MON-001889,2026-01-23,08:00,DEFAULT_PROBABILITY_V4,v4.8,0.8234,0.8109,0.82,0.8169,0.8574,4064,9.54,0.4229,0.2951,3.58,Classification,True,WARNING
MON-001890,2026-01-23,20:00,DEFAULT_PROBABILITY_V4,v4.2,0.7867,0.7795,0.7945,0.7653,0.8606,1993,9.85,0.0694,0.039,0.01,Classification,True,WARNING
MON-001891,2026-01-24,08:00,DEFAULT_PROBABILITY_V4,v1.4,0.8236,0.8207,0.7879,0.819,0.8967,1390,49.31,0.1822,0.2031,5.02,Classification,False,OK
MON-001892,2026-01-24,20:00,DEFAULT_PROBABILITY_V4,v4.7,0.6833,0.6766,0.7145,0.6641,0.7271,5299,10.41,0.2834,0.06,1.94,Classification,True,CRITICAL
MON-001893,2026-01-25,08:00,DEFAULT_PROBABILITY_V4,v3.2,0.8122,0.8178,0.8265,0.794,0.851,6346,15.0,0.3022,0.1521,0.77,Classification,True,WARNING
MON-001894,2026-01-25,20:00,DEFAULT_PROBABILITY_V4,v3.8,0.8185,0.8021,0.8216,0.7984,0.8969,5819,14.28,0.1413,0.0833,9.4,Classification,False,OK
MON-001895,2026-01-26,08:00,DEFAULT_PROBABILITY_V4,v3.9,0.7865,0.7736,0.7987,0.7551,0.8476,3579,15.66,0.2161,0.2353,4.81,Classification,True,WARNING
MON-001896,2026-01-26,20:00,DEFAULT_PROBABILITY_V4,v1.7,0.8102,0.8039,0.811,0.7781,0.8677,4217,58.61,0.4636,0.1124,2.16,Classification,True,WARNING
MON-001897,2026-01-27,08:00,DEFAULT_PROBABILITY_V4,v4.9,0.8169,0.8011,0.8078,0.8199,0.8546,4208,25.13,0.1539,0.2681,0.79,Classification,False,OK
MON-001898,2026-01-27,20:00,DEFAULT_PROBABILITY_V4,v2.2,0.813,0.823,0.8127,0.7893,0.8791,7493,15.43,0.536,0.214,1.67,Classification,True,WARNING
MON-001899,2026-01-28,08:00,DEFAULT_PROBABILITY_V4,v2.8,0.8013,0.8127,0.7949,0.7926,0.8426,13245,19.48,0.0828,0.1395,0.28,Classification,False,OK
MON-001900,2026-01-28,20:00,DEFAULT_PROBABILITY_V4,v2.2,0.7932,0.7763,0.7797,0.8032,0.8414,8669,29.38,0.2054,0.0384,1.14,Classification,True,WARNING
MON-001901,2026-01-29,08:00,DEFAULT_PROBABILITY_V4,v2.1,0.7999,0.8028,0.794,0.7799,0.8637,729,36.39,0.2193,0.1116,2.6,Classification,True,WARNING
MON-001902,2026-01-29,20:00,DEFAULT_PROBABILITY_V4,v1.6,0.7815,0.7775,0.7847,0.7704,0.8274,1833,24.9,0.05,0.1786,0.08,Classification,True,WARNING
MON-001903,2026-01-30,08:00,DEFAULT_PROBABILITY_V4,v3.9,0.8033,0.8032,0.8087,0.7901,0.8557,16546,50.05,0.1358,0.0209,0.15,Classification,False,OK
MON-001904,2026-01-30,20:00,DEFAULT_PROBABILITY_V4,v1.3,0.8448,0.8502,0.866,0.8312,0.9066,607,13.47,0.488,0.2409,2.49,Classification,True,WARNING
MON-001905,2026-01-31,08:00,DEFAULT_PROBABILITY_V4,v2.4,0.7893,0.7687,0.7847,0.7784,0.8272,1936,17.41,0.2743,0.0528,5.22,Classification,True,WARNING
MON-001906,2026-01-31,20:00,DEFAULT_PROBABILITY_V4,v2.4,0.8384,0.8491,0.8278,0.8099,0.9,19788,22.03,0.4744,0.0447,7.4,Classification,True,WARNING
MON-001907,2026-02-01,08:00,DEFAULT_PROBABILITY_V4,v3.7,0.7934,0.7986,0.7745,0.7633,0.8594,926,23.95,0.4084,0.2431,1.87,Classification,True,WARNING
MON-001908,2026-02-01,20:00,DEFAULT_PROBABILITY_V4,v3.2,0.8303,0.8411,0.8369,0.8133,0.8796,1360,14.46,0.316,0.2085,4.34,Classification,True,WARNING
MON-001909,2026-02-02,08:00,DEFAULT_PROBABILITY_V4,v3.6,0.8728,0.8542,0.8947,0.869,0.9351,2696,34.14,0.1074,0.3072,3.63,Classification,False,OK
MON-001910,2026-02-02,20:00,DEFAULT_PROBABILITY_V4,v3.2,0.832,0.8316,0.8261,0.8243,0.8742,778,26.88,0.609,0.2609,11.29,Classification,True,WARNING
MON-001911,2026-02-03,08:00,DEFAULT_PROBABILITY_V4,v1.6,0.8163,0.8217,0.8079,0.7861,0.8509,6967,15.39,0.3012,0.3352,3.29,Classification,True,WARNING
MON-001912,2026-02-03,20:00,DEFAULT_PROBABILITY_V4,v1.3,0.8169,0.8212,0.8299,0.8062,0.8471,5070,16.59,0.2905,0.0393,2.07,Classification,False,OK
MON-001913,2026-02-04,08:00,DEFAULT_PROBABILITY_V4,v2.0,0.8379,0.8464,0.8219,0.8236,0.893,9382,33.4,0.3344,0.2068,1.19,Classification,True,WARNING
MON-001914,2026-02-04,20:00,DEFAULT_PROBABILITY_V4,v2.0,0.828,0.8325,0.8523,0.8128,0.8825,604,15.04,0.1661,0.1403,1.81,Classification,False,OK
MON-001915,2026-02-05,08:00,DEFAULT_PROBABILITY_V4,v2.2,0.8254,0.8059,0.8243,0.8101,0.8696,5032,12.58,0.241,0.3326,4.63,Classification,False,OK
MON-001916,2026-02-05,20:00,DEFAULT_PROBABILITY_V4,v4.5,0.8107,0.8222,0.8163,0.7975,0.8724,2907,11.08,0.1917,0.0998,0.53,Classification,False,OK
MON-001917,2026-02-06,08:00,DEFAULT_PROBABILITY_V4,v1.9,0.8267,0.8218,0.8272,0.8098,0.8702,616,7.62,0.0822,0.3405,1.75,Classification,False,OK
MON-001918,2026-02-06,20:00,DEFAULT_PROBABILITY_V4,v4.7,0.7842,0.7862,0.7466,0.7627,0.8218,21496,16.25,0.1672,0.1305,3.01,Classification,True,WARNING
MON-001919,2026-02-07,08:00,DEFAULT_PROBABILITY_V4,v3.3,0.8081,0.8236,0.8071,0.7897,0.8486,1107,5.58,0.3904,0.0349,0.8,Classification,True,WARNING
MON-001920,2026-02-07,20:00,DEFAULT_PROBABILITY_V4,v4.7,0.8558,0.8557,0.8501,0.8206,0.9199,4636,13.96,0.0783,0.1598,0.76,Classification,False,OK
MON-001921,2026-02-08,08:00,DEFAULT_PROBABILITY_V4,v2.7,0.8374,0.8339,0.8433,0.8258,0.8958,2108,63.65,0.2811,0.1161,0.01,Classification,False,OK
MON-001922,2026-02-08,20:00,DEFAULT_PROBABILITY_V4,v3.8,0.8174,0.8058,0.8345,0.8059,0.8657,5323,13.54,0.2969,0.408,3.74,Classification,False,OK
MON-001923,2026-02-09,08:00,DEFAULT_PROBABILITY_V4,v4.1,0.7981,0.7848,0.8055,0.7984,0.8454,1738,29.11,0.2618,0.3641,0.74,Classification,True,WARNING
MON-001924,2026-02-09,20:00,DEFAULT_PROBABILITY_V4,v3.8,0.8602,0.8481,0.8502,0.849,0.9046,7148,22.27,0.1452,0.1022,0.18,Classification,False,OK
MON-001925,2026-02-10,08:00,DEFAULT_PROBABILITY_V4,v3.5,0.8075,0.8071,0.8322,0.7894,0.8331,14044,41.06,0.3358,0.1781,1.17,Classification,True,WARNING
MON-001926,2026-02-10,20:00,DEFAULT_PROBABILITY_V4,v2.4,0.8008,0.8227,0.8014,0.7895,0.8348,3379,13.91,0.3272,0.1015,0.01,Classification,True,WARNING
MON-001927,2026-02-11,08:00,DEFAULT_PROBABILITY_V4,v3.7,0.8234,0.8203,0.8426,0.8038,0.872,583,20.55,0.3966,0.1725,0.72,Classification,True,WARNING
MON-001928,2026-02-11,20:00,DEFAULT_PROBABILITY_V4,v4.1,0.8091,0.8088,0.8223,0.7863,0.865,880,17.58,0.3518,0.2326,0.35,Classification,True,WARNING
MON-001929,2026-02-12,08:00,DEFAULT_PROBABILITY_V4,v3.8,0.7796,0.7865,0.7647,0.7406,0.8263,17908,20.86,0.3351,0.3465,1.3,Classification,True,WARNING
MON-001930,2026-02-12,20:00,DEFAULT_PROBABILITY_V4,v3.1,0.791,0.784,0.8069,0.779,0.8255,5312,11.44,0.1866,0.1735,4.24,Classification,True,WARNING
MON-001931,2026-02-13,08:00,DEFAULT_PROBABILITY_V4,v3.6,0.8159,0.8296,0.8289,0.8044,0.8821,2452,14.53,0.0663,0.43,0.75,Classification,False,OK
MON-001932,2026-02-13,20:00,DEFAULT_PROBABILITY_V4,v1.8,0.6775,0.6726,0.6787,0.6766,0.7138,8903,10.09,0.3277,0.1508,4.16,Classification,True,CRITICAL
MON-001933,2026-02-14,08:00,DEFAULT_PROBABILITY_V4,v2.1,0.7888,0.801,0.7821,0.7871,0.8389,2203,11.28,0.3606,0.2705,1.93,Classification,True,WARNING
MON-001934,2026-02-14,20:00,DEFAULT_PROBABILITY_V4,v2.7,0.7905,0.7965,0.8027,0.7781,0.8421,7306,21.34,0.4616,0.2421,3.5,Classification,True,WARNING
MON-001935,2026-02-15,08:00,DEFAULT_PROBABILITY_V4,v1.1,0.8161,0.8169,0.831,0.7875,0.8895,444,52.24,0.2914,0.1521,3.6,Classification,False,OK
MON-001936,2026-02-15,20:00,DEFAULT_PROBABILITY_V4,v3.2,0.8172,0.8111,0.811,0.7891,0.8577,1964,33.92,0.06,0.1807,4.42,Classification,False,OK
MON-001937,2026-02-16,08:00,DEFAULT_PROBABILITY_V4,v3.4,0.8365,0.846,0.8456,0.822,0.887,1284,22.79,0.1989,0.3283,0.96,Classification,False,OK
MON-001938,2026-02-16,20:00,DEFAULT_PROBABILITY_V4,v4.6,0.7957,0.7946,0.7906,0.7886,0.8475,721,15.23,0.2943,0.1548,0.22,Classification,True,WARNING
MON-001939,2026-02-17,08:00,DEFAULT_PROBABILITY_V4,v1.8,0.816,0.8109,0.8078,0.8091,0.8546,1490,9.53,0.1975,0.0859,1.15,Classification,False,OK
MON-001940,2026-02-17,20:00,DEFAULT_PROBABILITY_V4,v2.6,0.8063,0.8222,0.8128,0.7859,0.8593,2527,9.94,0.1452,0.1954,3.15,Classification,False,OK
MON-001941,2026-02-18,08:00,DEFAULT_PROBABILITY_V4,v2.2,0.8307,0.8096,0.8425,0.7935,0.8763,1647,19.79,0.3563,0.1305,1.05,Classification,True,WARNING
MON-001942,2026-02-18,20:00,DEFAULT_PROBABILITY_V4,v2.0,0.82,0.8351,0.8278,0.7918,0.8669,4874,53.43,0.1989,0.2467,1.08,Classification,False,OK
MON-001943,2026-02-19,08:00,DEFAULT_PROBABILITY_V4,v2.5,0.8265,0.8468,0.8244,0.791,0.8693,3293,28.11,0.1755,0.1375,0.15,Classification,False,OK
MON-001944,2026-02-19,20:00,DEFAULT_PROBABILITY_V4,v2.9,0.8443,0.8354,0.8271,0.8307,0.906,1796,22.42,0.4432,0.2076,1.4,Classification,True,WARNING
MON-001945,2026-02-20,08:00,DEFAULT_PROBABILITY_V4,v1.8,0.8236,0.817,0.8189,0.8045,0.8723,9510,62.34,0.2802,0.1283,1.11,Classification,False,OK
MON-001946,2026-02-20,20:00,DEFAULT_PROBABILITY_V4,v3.8,0.8415,0.8304,0.8471,0.8218,0.8835,6320,21.25,0.1903,0.1136,3.68,Classification,False,OK
MON-001947,2026-02-21,08:00,DEFAULT_PROBABILITY_V4,v2.8,0.7934,0.8021,0.8257,0.7822,0.8217,4285,26.28,0.242,0.09,0.36,Classification,True,WARNING
MON-001948,2026-02-21,20:00,DEFAULT_PROBABILITY_V4,v2.5,0.7904,0.784,0.7758,0.771,0.8592,870,59.32,0.0844,0.2638,0.35,Classification,True,WARNING
MON-001949,2026-02-22,08:00,DEFAULT_PROBABILITY_V4,v2.1,0.846,0.8448,0.8443,0.848,0.8968,4153,32.68,0.1275,0.3014,0.2,Classification,False,OK
MON-001950,2026-02-22,20:00,DEFAULT_PROBABILITY_V4,v2.9,0.8251,0.8315,0.8227,0.8068,0.888,5575,25.52,0.1393,0.068,2.24,Classification,False,OK
MON-001951,2026-02-23,08:00,DEFAULT_PROBABILITY_V4,v2.2,0.8314,0.8154,0.7978,0.7979,0.8938,6919,6.06,0.2437,0.0273,0.05,Classification,False,OK
MON-001952,2026-02-23,20:00,DEFAULT_PROBABILITY_V4,v4.3,0.8429,0.8275,0.834,0.8011,0.8966,1916,41.5,0.6238,0.118,0.09,Classification,True,WARNING
MON-001953,2026-02-24,08:00,DEFAULT_PROBABILITY_V4,v3.0,0.8043,0.8077,0.7864,0.7935,0.8635,10137,10.43,0.2346,0.2144,0.25,Classification,False,OK
MON-001954,2026-02-24,20:00,DEFAULT_PROBABILITY_V4,v4.4,0.8072,0.8033,0.8011,0.7972,0.8698,8980,8.48,0.1149,0.1365,0.69,Classification,False,OK
MON-001955,2026-02-25,08:00,DEFAULT_PROBABILITY_V4,v4.8,0.8359,0.826,0.8584,0.8252,0.8755,14143,23.19,0.4502,0.0259,0.02,Classification,True,WARNING
MON-001956,2026-02-25,20:00,DEFAULT_PROBABILITY_V4,v4.7,0.8125,0.8125,0.8224,0.7834,0.8715,803,26.9,0.3136,0.2404,1.02,Classification,True,WARNING
MON-001957,2026-02-26,08:00,DEFAULT_PROBABILITY_V4,v4.5,0.8083,0.8071,0.8109,0.7835,0.8612,2016,11.88,0.3856,0.3157,1.5,Classification,True,WARNING
MON-001958,2026-02-26,20:00,DEFAULT_PROBABILITY_V4,v2.4,0.794,0.7849,0.8233,0.7946,0.8351,794,9.39,0.4429,0.2702,1.03,Classification,True,WARNING
MON-001959,2026-02-27,08:00,DEFAULT_PROBABILITY_V4,v1.1,0.8373,0.8389,0.8584,0.8187,0.8959,1324,6.63,0.4225,0.266,2.85,Classification,True,WARNING
MON-001960,2026-02-27,20:00,DEFAULT_PROBABILITY_V4,v3.8,0.8085,0.7986,0.7965,0.7863,0.8489,745,15.45,0.2273,0.0514,0.28,Classification,False,OK
MON-001961,2026-02-28,08:00,DEFAULT_PROBABILITY_V4,v3.3,0.837,0.8442,0.8096,0.8338,0.8925,1024,17.17,0.1685,0.0649,3.0,Classification,False,OK
MON-001962,2026-02-28,20:00,DEFAULT_PROBABILITY_V4,v1.0,0.8292,0.8273,0.7944,0.8026,0.8821,5689,9.93,0.1806,0.2298,2.78,Classification,False,OK
MON-001963,2026-03-01,08:00,DEFAULT_PROBABILITY_V4,v4.2,0.8472,0.8656,0.834,0.8262,0.8907,1927,54.78,0.3829,0.1443,1.07,Classification,True,WARNING
MON-001964,2026-03-01,20:00,DEFAULT_PROBABILITY_V4,v2.7,0.7855,0.7725,0.777,0.7819,0.8544,939,14.03,0.4249,0.0855,0.59,Classification,True,WARNING
MON-001965,2026-03-02,08:00,DEFAULT_PROBABILITY_V4,v2.3,0.7619,0.756,0.7851,0.7597,0.8206,22159,14.99,0.139,0.2273,1.24,Classification,True,WARNING
MON-001966,2026-03-02,20:00,DEFAULT_PROBABILITY_V4,v4.2,0.8544,0.8637,0.8724,0.8505,0.8963,4280,32.78,0.61,0.1379,0.18,Classification,True,WARNING
MON-001967,2026-03-03,08:00,DEFAULT_PROBABILITY_V4,v4.6,0.8395,0.829,0.8533,0.83,0.902,1001,12.62,0.1115,0.155,1.09,Classification,False,OK
MON-001968,2026-03-03,20:00,DEFAULT_PROBABILITY_V4,v2.3,0.7988,0.7991,0.7912,0.8026,0.8453,2319,54.82,0.1995,0.3416,0.06,Classification,True,WARNING
MON-001969,2026-03-04,08:00,DEFAULT_PROBABILITY_V4,v3.1,0.7066,0.6868,0.7037,0.7017,0.7525,3608,32.85,0.2362,0.0532,0.07,Classification,True,CRITICAL
MON-001970,2026-03-04,20:00,DEFAULT_PROBABILITY_V4,v2.4,0.8202,0.8095,0.814,0.807,0.8797,2204,16.9,0.537,0.2424,0.1,Classification,True,WARNING
MON-001971,2026-03-05,08:00,DEFAULT_PROBABILITY_V4,v2.6,0.8152,0.8058,0.8482,0.799,0.8717,1760,41.37,0.5006,0.1854,2.51,Classification,True,WARNING
MON-001972,2026-03-05,20:00,DEFAULT_PROBABILITY_V4,v1.9,0.8059,0.8042,0.7965,0.7868,0.8534,1626,41.53,0.0914,0.1837,1.81,Classification,False,OK
MON-001973,2026-03-06,08:00,DEFAULT_PROBABILITY_V4,v2.3,0.8022,0.8121,0.7903,0.774,0.868,6087,16.15,0.3014,0.3584,0.08,Classification,True,WARNING
MON-001974,2026-03-06,20:00,DEFAULT_PROBABILITY_V4,v4.2,0.8096,0.8069,0.818,0.7717,0.8518,5643,12.33,0.2767,0.3675,0.08,Classification,False,OK
MON-001975,2026-03-07,08:00,DEFAULT_PROBABILITY_V4,v3.5,0.829,0.8258,0.8146,0.8218,0.8933,1083,16.15,0.4263,0.1286,0.33,Classification,True,WARNING
MON-001976,2026-03-07,20:00,DEFAULT_PROBABILITY_V4,v1.1,0.8195,0.8114,0.8278,0.8021,0.8619,524,26.05,0.1329,0.1927,1.75,Classification,False,OK
MON-001977,2026-03-08,08:00,DEFAULT_PROBABILITY_V4,v3.8,0.8093,0.7979,0.8136,0.7847,0.863,1239,15.45,0.1537,0.0618,2.07,Classification,False,OK
MON-001978,2026-03-08,20:00,DEFAULT_PROBABILITY_V4,v1.9,0.8057,0.8159,0.7946,0.8095,0.8522,10499,17.19,0.0353,0.0919,1.53,Classification,False,OK
MON-001979,2026-03-09,08:00,DEFAULT_PROBABILITY_V4,v4.3,0.862,0.8637,0.8568,0.8564,0.9199,2232,15.51,0.1534,0.0722,0.33,Classification,False,OK
