incident_id,incident_date,data_source,check_type,check_name,severity,status,affected_records,total_records,detection_time,resolution_time_hours,root_cause,is_recurrent,sla_breach,error_rate_percent
INC-001415,2025-12-22,SCORING_ENGINE,FORMAT_CHECK,CHECK_684,LOW,RESOLVED,1725,68945,06:46,17.19,DATA_DRIFT,False,False,2.5
INC-001416,2025-09-09,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_629,LOW,CLOSED,5193,685757,14:47,4.93,NETWORK_TIMEOUT,True,True,0.76
INC-001417,2026-01-27,CRM_CLIENTS,FORMAT_CHECK,CHECK_919,LOW,IN_PROGRESS,2817,60969,13:51,,MANUAL_DATA_ENTRY,True,False,4.62
INC-001418,2025-12-03,MOBILE_APP,FORMAT_CHECK,CHECK_685,LOW,CLOSED,217,238001,14:18,21.13,CONFIGURATION_ERROR,False,False,0.09
INC-001419,2026-03-07,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_793,LOW,CLOSED,1409,85336,05:51,26.36,DATABASE_CORRUPTION,False,True,1.65
INC-001420,2025-10-04,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_735,HIGH,CLOSED,211,159846,23:57,0.07,API_INTEGRATION_ISSUE,False,False,0.13
INC-001421,2025-09-24,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_250,LOW,IN_PROGRESS,585,145014,13:46,,API_INTEGRATION_ISSUE,False,False,0.4
INC-001422,2025-11-15,CRM_CLIENTS,SCHEMA_VALIDATION,CHECK_223,MEDIUM,OPEN,44,148375,13:08,,NETWORK_TIMEOUT,False,False,0.03
INC-001423,2025-11-23,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_875,MEDIUM,RESOLVED,373,41495,18:38,15.21,NETWORK_TIMEOUT,False,False,0.9
INC-001424,2026-03-11,MOBILE_APP,REFERENTIAL_INTEGRITY,CHECK_559,LOW,CLOSED,57,713,02:09,5.57,SCHEMA_CHANGE,False,False,7.99
INC-001425,2025-12-16,INTERNET_BANK,REFERENTIAL_INTEGRITY,CHECK_277,MEDIUM,OPEN,104,2493,06:19,,CONFIGURATION_ERROR,False,False,4.17
INC-001426,2025-10-15,CREDIT_BUREAU,RANGE_CHECK,CHECK_271,LOW,REOPENED,376,2586,15:55,12.49,CONFIGURATION_ERROR,False,False,14.54
INC-001427,2025-10-22,MOBILE_APP,FRESHNESS_CHECK,CHECK_316,MEDIUM,REOPENED,9727,141,16:21,6.23,CONFIGURATION_ERROR,False,False,6898.58
INC-001428,2025-10-04,PAYMENT_SYSTEM,SCHEMA_VALIDATION,CHECK_927,LOW,RESOLVED,326,9232,02:59,8.63,DATABASE_CORRUPTION,False,False,3.53
INC-001429,2026-01-17,CREDIT_BUREAU,RANGE_CHECK,CHECK_297,HIGH,REOPENED,144,373602,18:48,15.55,API_INTEGRATION_ISSUE,False,True,0.04
INC-001430,2025-12-03,MOBILE_APP,DUPLICATE_CHECK,CHECK_229,LOW,IN_PROGRESS,28,1245,12:05,,UNKNOWN,False,False,2.25
INC-001431,2026-01-14,CRM_CLIENTS,RANGE_CHECK,CHECK_143,LOW,OPEN,891,94480,00:26,,DATABASE_CORRUPTION,False,False,0.94
INC-001432,2026-01-07,FRAUD_DETECTION,COMPLETENESS_CHECK,CHECK_533,MEDIUM,OPEN,75,63462,20:58,,NETWORK_TIMEOUT,False,False,0.12
INC-001433,2025-11-09,CREDIT_BUREAU,ACCURACY_CHECK,CHECK_180,MEDIUM,CLOSED,313,34889,08:26,12.99,SOURCE_SYSTEM_ERROR,False,False,0.9
INC-001434,2025-10-13,LOAN_REGISTRY,FORMAT_CHECK,CHECK_799,CRITICAL,OPEN,604,234488,05:35,,SCHEMA_CHANGE,False,False,0.26
INC-001435,2025-11-05,LOAN_REGISTRY,FRESHNESS_CHECK,CHECK_545,HIGH,REOPENED,1859,20279,14:45,18.46,NETWORK_TIMEOUT,False,False,9.17
INC-001436,2026-01-02,SCORING_ENGINE,ACCURACY_CHECK,CHECK_306,LOW,IN_PROGRESS,800,461874,18:48,,BUSINESS_LOGIC_ERROR,False,True,0.17
INC-001437,2025-11-15,CREDIT_BUREAU,RANGE_CHECK,CHECK_942,LOW,RESOLVED,12,14779,04:12,7.64,ETL_PIPELINE_FAILURE,False,False,0.08
INC-001438,2026-03-11,FRAUD_DETECTION,SCHEMA_VALIDATION,CHECK_742,MEDIUM,CLOSED,4,43771,05:53,3.2,MANUAL_DATA_ENTRY,False,False,0.01
INC-001439,2025-11-26,INTERNET_BANK,FORMAT_CHECK,CHECK_251,LOW,IN_PROGRESS,603,16593,12:18,,BUSINESS_LOGIC_ERROR,False,False,3.63
INC-001440,2025-09-30,PAYMENT_SYSTEM,REFERENTIAL_INTEGRITY,CHECK_954,LOW,IN_PROGRESS,176,3471,17:31,,BUSINESS_LOGIC_ERROR,False,False,5.07
INC-001441,2025-12-29,CRM_CLIENTS,NULL_CHECK,CHECK_709,MEDIUM,CLOSED,324,1490,01:52,6.46,API_INTEGRATION_ISSUE,False,False,21.74
INC-001442,2025-09-20,SCORING_ENGINE,FORMAT_CHECK,CHECK_364,LOW,RESOLVED,4626,69597,09:53,13.72,NETWORK_TIMEOUT,False,False,6.65
INC-001443,2025-10-07,LOAN_REGISTRY,COMPLETENESS_CHECK,CHECK_427,LOW,IN_PROGRESS,43,325974,18:19,,BUSINESS_LOGIC_ERROR,False,False,0.01
INC-001444,2026-03-13,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_844,MEDIUM,RESOLVED,1964,35893,15:35,0.63,CONFIGURATION_ERROR,True,False,5.47
INC-001445,2025-10-28,PAYMENT_SYSTEM,RANGE_CHECK,CHECK_926,MEDIUM,RESOLVED,44,61568,23:29,4.3,DATABASE_CORRUPTION,False,False,0.07
INC-001446,2026-02-21,CRM_CLIENTS,DUPLICATE_CHECK,CHECK_168,CRITICAL,REOPENED,3396,983,07:01,10.1,CONFIGURATION_ERROR,False,False,345.47
INC-001447,2026-03-05,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_189,LOW,CLOSED,665,47596,00:09,11.56,API_INTEGRATION_ISSUE,True,False,1.4
INC-001448,2026-02-20,INTERNET_BANK,COMPLETENESS_CHECK,CHECK_497,LOW,RESOLVED,7,344,08:19,0.87,API_INTEGRATION_ISSUE,True,False,2.03
INC-001449,2025-12-11,CREDIT_BUREAU,SCHEMA_VALIDATION,CHECK_669,LOW,RESOLVED,64,2015,20:53,13.09,NETWORK_TIMEOUT,False,False,3.18
INC-001450,2026-01-21,LOAN_REGISTRY,RANGE_CHECK,CHECK_506,HIGH,RESOLVED,6845,317548,20:30,9.01,NETWORK_TIMEOUT,True,False,2.16
INC-001451,2025-12-03,INTERNET_BANK,FORMAT_CHECK,CHECK_665,MEDIUM,REOPENED,5326,22636,03:41,21.1,ETL_PIPELINE_FAILURE,True,False,23.53
INC-001452,2025-09-24,FRAUD_DETECTION,DUPLICATE_CHECK,CHECK_433,HIGH,IN_PROGRESS,496,27219,21:57,,BUSINESS_LOGIC_ERROR,False,False,1.82
INC-001453,2025-12-11,INTERNET_BANK,ACCURACY_CHECK,CHECK_977,CRITICAL,RESOLVED,301,66676,09:26,2.6,SCHEMA_CHANGE,True,False,0.45
INC-001454,2025-09-04,PAYMENT_SYSTEM,NULL_CHECK,CHECK_382,LOW,CLOSED,239,108690,05:31,18.92,CONFIGURATION_ERROR,True,False,0.22
INC-001455,2025-11-07,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_632,LOW,REOPENED,355,12814,22:41,14.6,BUSINESS_LOGIC_ERROR,False,False,2.77
INC-001456,2026-01-16,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_569,LOW,IN_PROGRESS,111,39570,07:01,,UNKNOWN,False,False,0.28
INC-001457,2025-10-02,CREDIT_BUREAU,COMPLETENESS_CHECK,CHECK_994,LOW,IN_PROGRESS,1672,19167,03:48,,CONFIGURATION_ERROR,False,False,8.72
INC-001458,2025-12-26,LOAN_REGISTRY,RANGE_CHECK,CHECK_112,HIGH,IN_PROGRESS,471,1028,08:31,,DATA_DRIFT,False,True,45.82
INC-001459,2025-12-04,CREDIT_BUREAU,FRESHNESS_CHECK,CHECK_905,MEDIUM,OPEN,21,10839,02:38,,MANUAL_DATA_ENTRY,False,False,0.19
INC-001460,2026-02-20,PAYMENT_SYSTEM,REFERENTIAL_INTEGRITY,CHECK_817,MEDIUM,CLOSED,550,50316,23:23,3.61,MANUAL_DATA_ENTRY,False,False,1.09
INC-001461,2026-03-11,FRAUD_DETECTION,REFERENTIAL_INTEGRITY,CHECK_738,LOW,CLOSED,206,10198,18:30,32.72,NETWORK_TIMEOUT,True,False,2.02
INC-001462,2026-02-20,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_701,LOW,CLOSED,79,10385,18:27,8.02,SCHEMA_CHANGE,True,False,0.76
INC-001463,2025-11-07,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_635,MEDIUM,OPEN,6614,105281,08:40,,UNKNOWN,False,True,6.28
INC-001464,2026-01-28,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_900,MEDIUM,OPEN,182,30401,21:30,,SCHEMA_CHANGE,False,False,0.6
INC-001465,2025-12-07,PAYMENT_SYSTEM,CONSISTENCY_CHECK,CHECK_529,CRITICAL,IN_PROGRESS,2,44522,22:52,,SOURCE_SYSTEM_ERROR,False,False,0.0
INC-001466,2026-02-11,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_215,MEDIUM,RESOLVED,91,854,03:23,22.53,API_INTEGRATION_ISSUE,False,False,10.66
INC-001467,2025-12-05,SCORING_ENGINE,REFERENTIAL_INTEGRITY,CHECK_524,MEDIUM,CLOSED,1082,53994,16:46,27.67,SCHEMA_CHANGE,False,False,2.0
INC-001468,2025-09-28,CREDIT_BUREAU,ACCURACY_CHECK,CHECK_253,HIGH,IN_PROGRESS,23,2399,18:01,,UNKNOWN,True,True,0.96
INC-001469,2026-02-20,LOAN_REGISTRY,SCHEMA_VALIDATION,CHECK_251,MEDIUM,OPEN,1011,20972,08:10,,CONFIGURATION_ERROR,False,False,4.82
INC-001470,2025-10-30,CRM_CLIENTS,COMPLETENESS_CHECK,CHECK_680,LOW,RESOLVED,20,2626,18:03,3.91,CONFIGURATION_ERROR,False,True,0.76
INC-001471,2025-12-30,FRAUD_DETECTION,FRESHNESS_CHECK,CHECK_702,MEDIUM,RESOLVED,2150,142322,04:20,2.39,MANUAL_DATA_ENTRY,False,False,1.51
INC-001472,2025-09-07,SCORING_ENGINE,FRESHNESS_CHECK,CHECK_696,HIGH,RESOLVED,47,855307,14:56,0.27,UNKNOWN,False,False,0.01
INC-001473,2026-02-06,CRM_CLIENTS,CONSISTENCY_CHECK,CHECK_876,HIGH,CLOSED,73,16396,22:08,3.03,BUSINESS_LOGIC_ERROR,False,False,0.45
INC-001474,2026-01-22,SCORING_ENGINE,REFERENTIAL_INTEGRITY,CHECK_202,MEDIUM,OPEN,63,16094,11:10,,SCHEMA_CHANGE,False,False,0.39
INC-001475,2025-11-23,INTERNET_BANK,RANGE_CHECK,CHECK_208,MEDIUM,CLOSED,490,173078,01:17,28.15,SOURCE_SYSTEM_ERROR,False,False,0.28
INC-001476,2026-02-04,INTERNET_BANK,FORMAT_CHECK,CHECK_676,MEDIUM,RESOLVED,5932,69132,11:26,1.72,UNKNOWN,False,False,8.58
INC-001477,2025-10-27,MOBILE_APP,FORMAT_CHECK,CHECK_898,MEDIUM,RESOLVED,152,19099,20:58,30.01,BUSINESS_LOGIC_ERROR,False,False,0.8
INC-001478,2026-02-13,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_203,MEDIUM,CLOSED,145,46001,11:03,5.08,MANUAL_DATA_ENTRY,False,False,0.32
INC-001479,2025-09-17,CREDIT_BUREAU,RANGE_CHECK,CHECK_904,LOW,IN_PROGRESS,47,1276492,09:18,,CONFIGURATION_ERROR,True,False,0.0
INC-001480,2026-02-10,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_392,MEDIUM,CLOSED,5,5745,16:40,5.45,UNKNOWN,False,True,0.09
INC-001481,2025-12-28,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_988,LOW,RESOLVED,57,6824,02:32,6.3,NETWORK_TIMEOUT,False,False,0.84
INC-001482,2026-02-27,FRAUD_DETECTION,RANGE_CHECK,CHECK_648,MEDIUM,RESOLVED,11,107938,06:49,3.6,DATA_DRIFT,False,False,0.01
INC-001483,2025-11-17,CREDIT_BUREAU,ACCURACY_CHECK,CHECK_452,HIGH,CLOSED,3,1505851,20:11,14.39,SCHEMA_CHANGE,False,False,0.0
INC-001484,2026-02-14,CRM_CLIENTS,REFERENTIAL_INTEGRITY,CHECK_998,MEDIUM,CLOSED,127,31395,03:38,17.03,CONFIGURATION_ERROR,False,False,0.4
INC-001485,2025-12-14,MOBILE_APP,FRESHNESS_CHECK,CHECK_520,MEDIUM,CLOSED,50,721,05:34,20.79,BUSINESS_LOGIC_ERROR,True,False,6.93
INC-001486,2025-09-30,MOBILE_APP,SCHEMA_VALIDATION,CHECK_370,LOW,CLOSED,2328,48086,10:55,5.01,CONFIGURATION_ERROR,False,False,4.84
INC-001487,2025-10-06,MOBILE_APP,DUPLICATE_CHECK,CHECK_492,LOW,IN_PROGRESS,26,7708,10:52,,SOURCE_SYSTEM_ERROR,False,False,0.34
INC-001488,2025-09-12,CRM_CLIENTS,REFERENTIAL_INTEGRITY,CHECK_770,LOW,CLOSED,567,57086,21:51,12.18,UNKNOWN,False,False,0.99
INC-001489,2025-09-10,CRM_CLIENTS,ACCURACY_CHECK,CHECK_597,LOW,CLOSED,545,1452,09:17,38.02,MANUAL_DATA_ENTRY,False,False,37.53
INC-001490,2025-11-17,CRM_CLIENTS,FORMAT_CHECK,CHECK_685,LOW,OPEN,2152,1151,21:44,,DATABASE_CORRUPTION,False,True,186.97
INC-001491,2026-01-05,CRM_CLIENTS,ACCURACY_CHECK,CHECK_723,MEDIUM,RESOLVED,102,12164,22:23,58.41,CONFIGURATION_ERROR,False,False,0.84
INC-001492,2025-09-30,MOBILE_APP,CONSISTENCY_CHECK,CHECK_584,MEDIUM,CLOSED,2075,599888,03:34,16.18,NETWORK_TIMEOUT,True,False,0.35
INC-001493,2025-09-25,MOBILE_APP,RANGE_CHECK,CHECK_138,LOW,RESOLVED,455,1417,18:22,17.97,SCHEMA_CHANGE,True,False,32.11
INC-001494,2025-10-31,SCORING_ENGINE,FRESHNESS_CHECK,CHECK_276,LOW,RESOLVED,1448,11606,04:00,0.31,NETWORK_TIMEOUT,True,False,12.48
INC-001495,2026-01-16,CREDIT_BUREAU,COMPLETENESS_CHECK,CHECK_382,HIGH,CLOSED,17824,1178,04:33,8.26,SOURCE_SYSTEM_ERROR,False,False,1513.07
INC-001496,2025-10-05,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_512,LOW,IN_PROGRESS,115,39330,09:23,,API_INTEGRATION_ISSUE,False,True,0.29
INC-001497,2025-12-09,INTERNET_BANK,REFERENTIAL_INTEGRITY,CHECK_247,HIGH,IN_PROGRESS,208,34303,15:26,,BUSINESS_LOGIC_ERROR,False,False,0.61
INC-001498,2025-12-26,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_733,MEDIUM,CLOSED,71,1276,10:58,4.49,DATA_DRIFT,False,False,5.56
INC-001499,2025-12-04,PAYMENT_SYSTEM,REFERENTIAL_INTEGRITY,CHECK_723,MEDIUM,RESOLVED,3244,289369,05:06,37.39,SCHEMA_CHANGE,False,True,1.12
INC-001500,2026-02-19,MOBILE_APP,COMPLETENESS_CHECK,CHECK_797,LOW,CLOSED,27154,471,06:09,6.66,DATABASE_CORRUPTION,False,False,5765.18
INC-001501,2026-03-10,PAYMENT_SYSTEM,NULL_CHECK,CHECK_810,LOW,IN_PROGRESS,644,515506,16:14,,MANUAL_DATA_ENTRY,False,False,0.12
INC-001502,2026-02-26,CREDIT_BUREAU,FRESHNESS_CHECK,CHECK_511,MEDIUM,RESOLVED,5,344186,06:50,8.64,MANUAL_DATA_ENTRY,False,False,0.0
INC-001503,2026-01-17,CREDIT_BUREAU,SCHEMA_VALIDATION,CHECK_139,HIGH,IN_PROGRESS,25,40602,17:39,,SOURCE_SYSTEM_ERROR,False,False,0.06
INC-001504,2025-12-17,PAYMENT_SYSTEM,SCHEMA_VALIDATION,CHECK_505,MEDIUM,REOPENED,1508,132220,22:53,8.71,API_INTEGRATION_ISSUE,False,False,1.14
INC-001505,2026-01-29,MOBILE_APP,DUPLICATE_CHECK,CHECK_439,LOW,RESOLVED,15,15425,16:54,10.82,ETL_PIPELINE_FAILURE,False,False,0.1
INC-001506,2026-03-10,PAYMENT_SYSTEM,ACCURACY_CHECK,CHECK_807,MEDIUM,RESOLVED,44,1011,17:45,5.31,SOURCE_SYSTEM_ERROR,False,False,4.35
INC-001507,2026-03-06,INTERNET_BANK,NULL_CHECK,CHECK_343,MEDIUM,OPEN,41,35347,17:44,,API_INTEGRATION_ISSUE,False,False,0.12
INC-001508,2025-10-10,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_150,HIGH,IN_PROGRESS,127,951,03:26,,MANUAL_DATA_ENTRY,False,True,13.35
INC-001509,2025-12-16,INTERNET_BANK,CONSISTENCY_CHECK,CHECK_863,MEDIUM,RESOLVED,247,21552,14:58,25.26,MANUAL_DATA_ENTRY,False,False,1.15
INC-001510,2026-02-15,LOAN_REGISTRY,ACCURACY_CHECK,CHECK_586,MEDIUM,OPEN,3,1856,02:07,,BUSINESS_LOGIC_ERROR,False,True,0.16
INC-001511,2025-09-26,MOBILE_APP,NULL_CHECK,CHECK_375,LOW,RESOLVED,6,154945,04:59,0.01,CONFIGURATION_ERROR,False,False,0.0
INC-001512,2026-01-04,MOBILE_APP,RANGE_CHECK,CHECK_481,HIGH,RESOLVED,7,47114,00:30,22.2,CONFIGURATION_ERROR,False,False,0.01
INC-001513,2026-02-05,FRAUD_DETECTION,RANGE_CHECK,CHECK_120,LOW,CLOSED,9,85528,11:19,8.47,DATA_DRIFT,False,False,0.01
INC-001514,2025-12-14,CRM_CLIENTS,ACCURACY_CHECK,CHECK_445,MEDIUM,CLOSED,153,43502,22:23,7.43,SOURCE_SYSTEM_ERROR,False,False,0.35
INC-001515,2025-11-11,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_937,MEDIUM,RESOLVED,219,947542,04:52,3.27,DATABASE_CORRUPTION,False,False,0.02
INC-001516,2025-09-09,CREDIT_BUREAU,REFERENTIAL_INTEGRITY,CHECK_912,MEDIUM,IN_PROGRESS,1125,170211,14:56,,MANUAL_DATA_ENTRY,False,False,0.66
INC-001517,2026-02-24,MOBILE_APP,CONSISTENCY_CHECK,CHECK_410,LOW,CLOSED,450,664801,19:33,36.05,UNKNOWN,False,False,0.07
INC-001518,2025-12-04,PAYMENT_SYSTEM,NULL_CHECK,CHECK_418,LOW,CLOSED,46,3640,10:11,2.84,MANUAL_DATA_ENTRY,False,False,1.26
INC-001519,2025-10-26,LOAN_REGISTRY,NULL_CHECK,CHECK_387,LOW,IN_PROGRESS,235,7441,22:19,,DATABASE_CORRUPTION,False,False,3.16
INC-001520,2025-12-23,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_963,MEDIUM,CLOSED,1222,173,00:47,3.32,DATABASE_CORRUPTION,False,False,706.36
INC-001521,2025-12-23,CREDIT_BUREAU,FORMAT_CHECK,CHECK_603,MEDIUM,OPEN,94,10048,03:14,,UNKNOWN,False,False,0.94
INC-001522,2025-10-31,CRM_CLIENTS,RANGE_CHECK,CHECK_978,LOW,OPEN,79,20514,04:54,,ETL_PIPELINE_FAILURE,False,True,0.39
INC-001523,2025-12-02,CRM_CLIENTS,NULL_CHECK,CHECK_812,LOW,IN_PROGRESS,22,52502,22:09,,DATA_DRIFT,False,True,0.04
INC-001524,2025-09-26,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_801,HIGH,CLOSED,29,7616,22:14,3.35,CONFIGURATION_ERROR,False,False,0.38
INC-001525,2026-02-23,FRAUD_DETECTION,COMPLETENESS_CHECK,CHECK_200,LOW,RESOLVED,584,96067,09:08,6.97,CONFIGURATION_ERROR,False,False,0.61
INC-001526,2025-12-04,PAYMENT_SYSTEM,DUPLICATE_CHECK,CHECK_989,MEDIUM,CLOSED,147,83507,06:08,5.94,SOURCE_SYSTEM_ERROR,False,False,0.18
INC-001527,2026-01-18,MOBILE_APP,COMPLETENESS_CHECK,CHECK_333,HIGH,IN_PROGRESS,7456,8542,02:27,,DATA_DRIFT,False,False,87.29
INC-001528,2026-02-13,CRM_CLIENTS,FRESHNESS_CHECK,CHECK_237,MEDIUM,RESOLVED,38,3239,22:48,8.58,SCHEMA_CHANGE,False,False,1.17
INC-001529,2025-12-01,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_407,MEDIUM,RESOLVED,680,25129,03:04,1.62,UNKNOWN,False,False,2.71
INC-001530,2025-09-16,LOAN_REGISTRY,NULL_CHECK,CHECK_861,MEDIUM,CLOSED,321,26866,00:49,22.16,NETWORK_TIMEOUT,False,False,1.19
INC-001531,2025-12-11,CREDIT_BUREAU,FRESHNESS_CHECK,CHECK_553,MEDIUM,OPEN,124,6532,15:48,,BUSINESS_LOGIC_ERROR,False,False,1.9
INC-001532,2025-11-10,SCORING_ENGINE,SCHEMA_VALIDATION,CHECK_892,HIGH,IN_PROGRESS,62,13115,13:02,,MANUAL_DATA_ENTRY,False,True,0.47
INC-001533,2025-10-19,SCORING_ENGINE,FRESHNESS_CHECK,CHECK_945,HIGH,IN_PROGRESS,492,1292,06:06,,SOURCE_SYSTEM_ERROR,False,False,38.08
INC-001534,2025-10-02,FRAUD_DETECTION,ACCURACY_CHECK,CHECK_428,MEDIUM,CLOSED,439,85570,01:50,34.42,ETL_PIPELINE_FAILURE,False,False,0.51
INC-001535,2025-12-26,PAYMENT_SYSTEM,NULL_CHECK,CHECK_375,LOW,RESOLVED,222,88385,21:32,1.27,CONFIGURATION_ERROR,False,False,0.25
INC-001536,2025-09-24,SCORING_ENGINE,DUPLICATE_CHECK,CHECK_846,MEDIUM,RESOLVED,347,24293,18:03,34.77,ETL_PIPELINE_FAILURE,False,False,1.43
INC-001537,2026-02-17,CRM_CLIENTS,ACCURACY_CHECK,CHECK_526,CRITICAL,RESOLVED,159,101824,15:07,19.06,BUSINESS_LOGIC_ERROR,False,False,0.16
INC-001538,2025-10-25,CREDIT_BUREAU,ACCURACY_CHECK,CHECK_719,HIGH,REOPENED,5,28632,08:02,18.04,CONFIGURATION_ERROR,False,False,0.02
INC-001539,2026-02-12,CREDIT_BUREAU,CONSISTENCY_CHECK,CHECK_761,LOW,CLOSED,175,558233,02:19,1.13,NETWORK_TIMEOUT,False,False,0.03
INC-001540,2026-02-11,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_191,MEDIUM,CLOSED,86,1647,21:00,2.37,ETL_PIPELINE_FAILURE,False,False,5.22
INC-001541,2026-01-31,MOBILE_APP,RANGE_CHECK,CHECK_292,MEDIUM,RESOLVED,7277,32977,03:50,44.35,SOURCE_SYSTEM_ERROR,False,False,22.07
INC-001542,2025-09-06,MOBILE_APP,RANGE_CHECK,CHECK_552,CRITICAL,IN_PROGRESS,526,134147,03:58,,MANUAL_DATA_ENTRY,False,False,0.39
INC-001543,2025-09-13,LOAN_REGISTRY,REFERENTIAL_INTEGRITY,CHECK_316,LOW,CLOSED,222,435478,19:13,2.22,SOURCE_SYSTEM_ERROR,False,False,0.05
INC-001544,2025-11-25,FRAUD_DETECTION,FORMAT_CHECK,CHECK_943,MEDIUM,RESOLVED,374,107489,18:57,5.4,BUSINESS_LOGIC_ERROR,False,False,0.35
INC-001545,2025-11-02,INTERNET_BANK,NULL_CHECK,CHECK_516,MEDIUM,RESOLVED,19,2762,06:11,29.35,DATA_DRIFT,False,False,0.69
INC-001546,2025-10-03,LOAN_REGISTRY,NULL_CHECK,CHECK_858,HIGH,RESOLVED,43,804,21:22,7.76,ETL_PIPELINE_FAILURE,True,False,5.35
INC-001547,2026-01-23,INTERNET_BANK,FRESHNESS_CHECK,CHECK_596,MEDIUM,CLOSED,75,15681,00:05,30.4,API_INTEGRATION_ISSUE,False,False,0.48
INC-001548,2025-10-23,MOBILE_APP,NULL_CHECK,CHECK_877,LOW,RESOLVED,322,45407,04:54,4.88,DATA_DRIFT,False,False,0.71
INC-001549,2025-09-18,FRAUD_DETECTION,NULL_CHECK,CHECK_628,LOW,CLOSED,62,145724,23:17,3.08,MANUAL_DATA_ENTRY,False,False,0.04
INC-001550,2026-01-20,INTERNET_BANK,FORMAT_CHECK,CHECK_988,LOW,CLOSED,54,2462,18:22,8.2,CONFIGURATION_ERROR,False,True,2.19
INC-001551,2025-10-24,FRAUD_DETECTION,SCHEMA_VALIDATION,CHECK_482,LOW,RESOLVED,17,74717,11:10,11.47,DATABASE_CORRUPTION,False,False,0.02
INC-001552,2026-01-29,FRAUD_DETECTION,RANGE_CHECK,CHECK_940,HIGH,IN_PROGRESS,156,104,16:49,,CONFIGURATION_ERROR,False,False,150.0
INC-001553,2025-10-26,MOBILE_APP,RANGE_CHECK,CHECK_157,MEDIUM,REOPENED,206,5019,23:39,5.1,ETL_PIPELINE_FAILURE,False,False,4.1
INC-001554,2025-10-30,LOAN_REGISTRY,DUPLICATE_CHECK,CHECK_627,LOW,REOPENED,349,123075,07:32,2.95,MANUAL_DATA_ENTRY,True,False,0.28
INC-001555,2025-11-24,LOAN_REGISTRY,NULL_CHECK,CHECK_910,MEDIUM,CLOSED,36,2033,18:04,3.86,UNKNOWN,False,False,1.77
INC-001556,2025-10-08,FRAUD_DETECTION,FORMAT_CHECK,CHECK_262,LOW,CLOSED,311,2423,03:52,13.42,DATABASE_CORRUPTION,False,False,12.84
INC-001557,2026-01-31,SCORING_ENGINE,RANGE_CHECK,CHECK_167,HIGH,RESOLVED,18,7701,18:48,5.54,SOURCE_SYSTEM_ERROR,False,False,0.23
INC-001558,2025-09-01,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_418,MEDIUM,CLOSED,95,31381,00:33,1.0,CONFIGURATION_ERROR,False,False,0.3
INC-001559,2025-11-10,MOBILE_APP,COMPLETENESS_CHECK,CHECK_826,LOW,RESOLVED,271,2367,06:45,1.78,CONFIGURATION_ERROR,True,False,11.45
INC-001560,2025-10-08,PAYMENT_SYSTEM,SCHEMA_VALIDATION,CHECK_618,LOW,CLOSED,88,20649,06:18,5.59,UNKNOWN,False,True,0.43
INC-001561,2025-10-04,PAYMENT_SYSTEM,NULL_CHECK,CHECK_513,LOW,CLOSED,6,9280,05:57,31.0,SCHEMA_CHANGE,False,True,0.06
INC-001562,2026-01-17,LOAN_REGISTRY,DUPLICATE_CHECK,CHECK_238,HIGH,CLOSED,8,223209,17:00,5.72,MANUAL_DATA_ENTRY,False,False,0.0
INC-001563,2025-11-04,LOAN_REGISTRY,FRESHNESS_CHECK,CHECK_899,LOW,CLOSED,230,8370,23:06,0.75,CONFIGURATION_ERROR,False,False,2.75
INC-001564,2025-10-15,SCORING_ENGINE,RANGE_CHECK,CHECK_971,MEDIUM,CLOSED,473,23310,06:58,6.5,UNKNOWN,False,False,2.03
INC-001565,2025-09-29,PAYMENT_SYSTEM,COMPLETENESS_CHECK,CHECK_636,MEDIUM,IN_PROGRESS,292,30720,16:54,,DATA_DRIFT,False,False,0.95
INC-001566,2026-02-17,PAYMENT_SYSTEM,FORMAT_CHECK,CHECK_682,LOW,CLOSED,496,9514,22:30,10.8,ETL_PIPELINE_FAILURE,False,False,5.21
INC-001567,2025-09-07,FRAUD_DETECTION,CONSISTENCY_CHECK,CHECK_129,LOW,OPEN,84,102683,11:44,,DATA_DRIFT,False,False,0.08
